"Site","TIMESTAMP","DO_mgL","FDOM_RFU","Chlorophyll_ugL","Conductivity","DO_saturation","Salinity_PPT","TDS_mgL","pH","Temp_C","Depth_m"
"DOCK",2026-01-22 05:24:00,12.51,5.02,6.44,13.549,98.96,14.45,15900.56,7.59,1.642,1.125
"DOCK",2026-01-22 05:30:00,12.5,5.07,6.09,13.539,98.87,14.44,15891.64,7.59,1.637,1.125
"DOCK",2026-01-22 05:36:00,12.5,5.1,6.31,13.533,98.83,14.43,15890.33,7.59,1.629,1.124
"DOCK",2026-01-22 05:42:00,12.48,5.05,6.66,13.526,98.62,14.43,15885.73,7.6,1.623,1.123
"DOCK",2026-01-22 05:48:00,12.48,5.02,6.34,13.529,98.64,14.43,15886.34,7.59,1.626,1.125
"DOCK",2026-01-22 05:54:00,12.5,5.06,6.35,13.528,98.79,14.43,15886.93,7.59,1.623,1.125
"DOCK",2026-01-22 06:00:00,12.47,5.05,6.46,13.522,98.57,14.43,15884.31,7.59,1.614,1.126
"DOCK",2026-01-22 06:06:00,12.48,5.11,6.21,13.522,98.59,14.43,15882.32,7.59,1.618,1.126
"DOCK",2026-01-22 06:12:00,12.47,5.05,6.16,13.524,98.56,14.43,15882.12,7.59,1.625,1.125
"DOCK",2026-01-22 06:18:00,12.48,5.13,6.75,13.527,98.64,14.43,15885.44,7.59,1.623,1.126
"DOCK",2026-01-22 06:24:00,12.49,5.07,6.28,13.531,98.76,14.43,15888.89,7.59,1.626,1.127
"DOCK",2026-01-22 06:30:00,12.5,5.06,6.33,13.524,98.77,14.44,15893.64,7.59,1.603,1.128
"DOCK",2026-01-22 06:36:00,12.49,5.09,6.24,13.531,98.76,14.43,15886.21,7.59,1.632,1.128
"DOCK",2026-01-22 06:42:00,12.47,5.1,6.67,13.531,98.56,14.43,15887.96,7.6,1.627,1.129
"DOCK",2026-01-22 06:48:00,12.49,5.07,6.43,13.533,98.75,14.43,15889.86,7.59,1.629,1.129
"DOCK",2026-01-22 06:54:00,12.49,5.01,6.56,13.532,98.71,14.44,15893.16,7.58,1.62,1.129
"DOCK",2026-01-22 07:00:00,12.49,5.09,6.31,13.536,98.77,14.44,15892.65,7.59,1.629,1.131
"DOCK",2026-01-22 07:06:00,12.47,5.14,6.32,13.549,98.62,14.45,15906.43,7.59,1.631,1.132
"DOCK",2026-01-22 07:12:00,12.49,5.13,6.26,13.533,98.69,14.44,15897.76,7.6,1.613,1.133
"DOCK",2026-01-22 07:18:00,12.5,5.08,6.12,13.532,98.78,14.44,15898.64,7.59,1.611,1.133
"DOCK",2026-01-22 07:24:00,12.49,5.1,7.35,13.533,98.7,14.45,15903.44,7.59,1.603,1.134
"DOCK",2026-01-22 07:30:00,12.49,5.09,7.97,13.541,98.78,14.44,15897.81,7.59,1.63,1.141
"DOCK",2026-01-22 07:36:00,12.48,5.01,8.26,13.547,98.76,14.44,15890.81,7.59,1.653,1.142
"DOCK",2026-01-22 07:42:00,12.48,5.08,8.29,13.548,98.75,14.44,15888.43,7.6,1.665,1.142
"DOCK",2026-01-22 07:48:00,12.47,5.03,8,13.554,98.72,14.44,15889.32,7.59,1.675,1.142
"DOCK",2026-01-22 07:54:00,12.48,5.01,7.64,13.555,98.75,14.44,15889.11,7.59,1.677,1.143
"DOCK",2026-01-22 08:00:00,12.45,5.12,9.38,13.551,98.49,14.44,15893.03,7.59,1.664,1.144
"DOCK",2026-01-22 08:06:00,12.47,5.15,10.04,13.553,98.71,14.44,15889.8,7.59,1.67,1.144
"DOCK",2026-01-22 08:12:00,12.41,5.11,8.64,13.537,98.11,14.44,15899.26,7.6,1.62,1.145
"DOCK",2026-01-22 08:18:00,12.44,5.07,8.65,13.535,98.32,14.44,15900.52,7.59,1.614,1.143
"DOCK",2026-01-22 08:24:00,12.47,5.11,8.69,13.536,98.58,14.45,15902.43,7.59,1.611,1.143
"DOCK",2026-01-22 08:30:00,12.44,4.96,7.9,13.537,98.28,14.45,15904.62,7.59,1.611,1.144
"DOCK",2026-01-22 08:36:00,12.48,4.91,7.09,13.536,98.63,14.44,15901.46,7.59,1.615,1.144
"DOCK",2026-01-22 08:42:00,12.49,4.88,9.94,13.541,98.71,14.45,15903.03,7.6,1.624,1.143
"DOCK",2026-01-22 08:48:00,12.46,4.98,8.52,13.541,98.52,14.44,15900.87,7.59,1.628,1.144
"DOCK",2026-01-22 08:54:00,12.49,4.81,7.95,13.537,98.71,14.45,15904.23,7.59,1.612,1.143
"DOCK",2026-01-22 09:00:00,12.47,4.98,7.57,13.542,98.58,14.45,15903.9,7.59,1.622,1.144
"DOCK",2026-01-22 09:06:00,12.47,4.99,7.62,13.541,98.57,14.45,15900.57,7.59,1.625,1.142
"DOCK",2026-01-22 09:12:00,12.51,5.06,7.33,13.544,98.93,14.45,15904.25,7.6,1.627,1.14
"DOCK",2026-01-22 09:18:00,12.47,5.08,9.76,13.553,98.66,14.44,15894.76,7.59,1.663,1.141
"DOCK",2026-01-22 09:24:00,12.49,5,7.97,13.553,98.87,14.44,15894.64,7.59,1.662,1.144
"DOCK",2026-01-22 09:30:00,12.48,5.07,6.09,13.564,98.86,14.44,15887.98,7.6,1.699,1.142
"DOCK",2026-01-22 09:36:00,12.49,4.99,6.21,13.571,99.01,14.44,15883.81,7.6,1.722,1.14
"DOCK",2026-01-22 09:42:00,12.51,5.12,6.41,13.571,99.16,14.43,15882.01,7.61,1.724,1.136
"DOCK",2026-01-22 09:48:00,12.52,4.99,7.27,13.58,99.25,14.44,15882.27,7.6,1.742,1.134
"DOCK",2026-01-22 09:54:00,12.52,5.09,8.01,13.575,99.21,14.44,15883.62,7.6,1.729,1.133
"DOCK",2026-01-22 10:00:00,12.52,5.04,7.51,13.567,99.15,14.44,15890.04,7.6,1.7,1.131
"DOCK",2026-01-22 10:06:00,12.5,5,7.16,13.584,99.11,14.44,15885.98,7.6,1.745,1.128
"DOCK",2026-01-22 10:12:00,12.53,5.02,7.47,13.561,99.18,14.44,15893.47,7.61,1.682,1.126
"DOCK",2026-01-22 10:18:00,12.51,5.05,6.7,13.568,99.05,14.44,15890.19,7.6,1.701,1.124
"DOCK",2026-01-22 10:24:00,12.52,5.04,6.98,13.577,99.21,14.44,15889.92,7.6,1.723,1.121
"DOCK",2026-01-22 10:30:00,12.54,5.01,7.33,13.565,99.29,14.45,15899.62,7.6,1.68,1.116
"DOCK",2026-01-22 10:36:00,12.54,5,6.93,13.577,99.4,14.45,15898.2,7.61,1.713,1.111
"DOCK",2026-01-22 10:42:00,12.57,4.99,6.48,13.565,99.5,14.45,15896.98,7.61,1.684,1.107
"DOCK",2026-01-22 10:48:00,12.56,5.11,8.35,13.567,99.44,14.45,15897.85,7.61,1.686,1.105
"DOCK",2026-01-22 10:54:00,12.56,5.03,6.7,13.568,99.43,14.45,15900.13,7.61,1.685,1.101
"DOCK",2026-01-22 11:00:00,12.56,4.97,6.34,13.578,99.49,14.45,15897.06,7.61,1.711,1.091
"DOCK",2026-01-22 11:06:00,12.56,5.06,6.34,13.581,99.51,14.45,15897.47,7.61,1.714,1.086
"DOCK",2026-01-22 11:12:00,12.58,5.03,6.26,13.582,99.68,14.45,15894.25,7.62,1.724,1.079
"DOCK",2026-01-22 11:18:00,12.59,5.1,5.95,13.613,100.01,14.44,15885.36,7.61,1.805,1.073
"DOCK",2026-01-22 11:24:00,12.59,5.13,6.3,13.603,99.95,14.44,15880.47,7.61,1.788,1.073
"DOCK",2026-01-22 11:30:00,12.6,5.05,5.37,13.619,100.09,14.44,15885.13,7.61,1.821,1.062
"DOCK",2026-01-22 11:36:00,12.57,5,5.9,13.657,100.1,14.45,15879.23,7.61,1.913,1.053
"DOCK",2026-01-22 11:42:00,12.59,5.1,5.49,13.674,100.42,14.44,15871.4,7.62,1.963,1.044
"DOCK",2026-01-22 11:48:00,12.53,5.01,6.15,13.678,99.91,14.45,15876.39,7.61,1.968,1.038
"DOCK",2026-01-22 11:54:00,12.58,5.02,5.45,13.693,100.51,14.44,15867.1,7.61,2.014,1.031
"DOCK",2026-01-22 12:00:00,12.58,5.04,5.82,13.71,100.59,14.44,15859,7.62,2.062,1.018
"DOCK",2026-01-22 12:06:00,12.6,5.06,5.75,13.708,100.75,14.44,15863.35,7.62,2.053,1.01
"DOCK",2026-01-22 12:12:00,12.6,4.82,6.2,13.698,100.7,14.44,15860.58,7.62,2.037,1.007
"DOCK",2026-01-22 12:18:00,12.59,4.98,5.59,13.706,100.62,14.44,15863.64,7.62,2.048,0.999
"DOCK",2026-01-22 12:24:00,12.61,5.01,5.86,13.695,100.73,14.44,15863,7.62,2.027,0.997
"DOCK",2026-01-22 12:30:00,12.61,5.06,5.19,13.718,100.89,14.44,15857.24,7.62,2.086,0.992
"DOCK",2026-01-22 12:36:00,12.64,5.03,5.08,13.755,101.34,14.44,15851.55,7.62,2.178,0.987
"DOCK",2026-01-22 12:42:00,12.63,5.01,4.18,13.8,101.58,14.44,15840.84,7.63,2.294,0.984
"DOCK",2026-01-22 12:48:00,12.65,5.02,3.46,13.826,101.93,14.44,15836.82,7.62,2.352,0.986
"DOCK",2026-01-22 12:54:00,12.63,4.96,3.44,13.852,101.97,14.44,15832.62,7.62,2.418,0.982
"DOCK",2026-01-22 13:00:00,12.64,4.98,3.42,13.864,102.03,14.45,15841.83,7.62,2.425,0.981
"DOCK",2026-01-22 13:06:00,12.64,4.98,3.59,13.878,102.15,14.44,15828.38,7.62,2.476,0.978
"DOCK",2026-01-22 13:12:00,12.65,4.95,4.2,13.891,102.34,14.45,15829.84,7.63,2.497,0.975
"DOCK",2026-01-22 13:18:00,12.65,4.98,3.83,13.896,102.4,14.44,15824.19,7.62,2.524,0.977
"DOCK",2026-01-22 13:24:00,12.64,4.99,3.7,13.904,102.39,14.44,15825.87,7.62,2.54,0.973
"DOCK",2026-01-22 13:30:00,12.64,4.86,3.76,13.917,102.5,14.44,15824.04,7.63,2.585,0.963
"DOCK",2026-01-22 13:36:00,12.66,4.91,4.39,13.904,102.53,14.44,15823.38,7.63,2.552,0.958
"DOCK",2026-01-22 13:42:00,12.65,4.89,4,13.935,102.62,14.44,15821.45,7.64,2.61,0.96
"DOCK",2026-01-22 13:48:00,12.68,4.89,4.03,13.941,102.98,14.43,15812.3,7.63,2.653,0.961
"DOCK",2026-01-22 13:54:00,12.7,4.9,4.1,13.961,103.16,14.45,15828.54,7.63,2.66,0.957
"DOCK",2026-01-22 14:00:00,12.65,4.9,4.01,14.033,103.29,14.44,15796.49,7.63,2.872,0.962
"DOCK",2026-01-22 14:06:00,12.65,5,4.3,14.019,103.23,14.44,15808.06,7.63,2.826,0.964
"DOCK",2026-01-22 14:12:00,12.66,4.98,3.89,13.955,102.88,14.44,15814.5,7.64,2.671,0.974
"DOCK",2026-01-22 14:18:00,12.7,4.96,4.26,13.939,103.03,14.45,15826.38,7.63,2.612,0.982
"DOCK",2026-01-22 14:24:00,12.69,4.98,4.17,13.933,102.94,14.45,15830.2,7.63,2.595,0.985
"DOCK",2026-01-22 14:30:00,12.72,4.98,4.51,13.96,103.37,14.45,15822.85,7.63,2.67,1.007
"DOCK",2026-01-22 14:36:00,12.74,4.96,4.02,13.965,103.6,14.44,15817.92,7.64,2.69,1.022
"DOCK",2026-01-22 14:42:00,12.77,4.94,4.03,13.972,103.82,14.44,15819.58,7.65,2.705,1.034
"DOCK",2026-01-22 14:48:00,12.78,4.97,4.3,13.966,103.87,14.44,15817.37,7.64,2.694,1.049
"DOCK",2026-01-22 14:54:00,12.78,4.92,4.67,13.953,103.83,14.44,15817.95,7.64,2.661,1.052
"DOCK",2026-01-22 15:00:00,12.78,5.03,4.6,13.945,103.74,14.44,15819.96,7.64,2.641,1.064
"DOCK",2026-01-22 15:06:00,12.75,4.98,5.19,13.933,103.47,14.44,15823.3,7.65,2.61,1.066
"DOCK",2026-01-22 15:12:00,12.78,4.93,4.91,13.924,103.64,14.45,15828.52,7.65,2.58,1.073
"DOCK",2026-01-22 15:18:00,12.78,4.97,4.97,13.922,103.57,14.44,15823.83,7.65,2.584,1.078
"DOCK",2026-01-22 15:24:00,12.84,4.89,5.37,13.922,104.09,14.44,15821.63,7.64,2.591,1.076
"DOCK",2026-01-22 15:30:00,12.76,4.97,6.41,13.921,103.52,14.43,15815.03,7.65,2.599,1.078
"DOCK",2026-01-22 15:36:00,12.86,5.05,7,13.923,104.26,14.43,15816.02,7.66,2.603,1.081
"DOCK",2026-01-22 15:42:00,12.81,4.99,6.14,13.968,104.17,14.44,15825.6,7.66,2.694,1.084
"DOCK",2026-01-22 15:48:00,12.77,4.93,6.64,13.998,104.1,14.44,15803.83,7.65,2.786,1.089
"DOCK",2026-01-22 15:54:00,12.81,5.01,6.86,13.993,104.36,14.44,15804.88,7.65,2.775,1.09
"DOCK",2026-01-22 16:00:00,12.85,4.99,6.05,13.971,104.56,14.42,15797.68,7.65,2.743,1.099
"DOCK",2026-01-22 16:06:00,12.87,5.07,5.9,13.977,104.78,14.44,15807.63,7.65,2.735,1.109
"DOCK",2026-01-22 16:12:00,12.86,4.92,5.59,13.966,104.59,14.43,15805.93,7.66,2.716,1.116
"DOCK",2026-01-22 16:18:00,12.88,5.02,6.68,13.947,104.61,14.44,15816.36,7.66,2.655,1.123
"DOCK",2026-01-22 16:24:00,12.89,5.05,8.13,13.997,104.97,14.45,15814.72,7.65,2.761,1.128
"DOCK",2026-01-22 16:30:00,12.85,5.07,8.83,13.992,104.62,14.44,15810.69,7.65,2.759,1.133
"DOCK",2026-01-22 16:36:00,12.86,4.88,6.4,14.019,104.88,14.45,15813.33,7.65,2.818,1.135
"DOCK",2026-01-22 16:42:00,12.84,4.74,6.32,14.028,104.79,14.45,15810.67,7.66,2.836,1.136
"DOCK",2026-01-22 16:48:00,12.83,4.96,7.9,14.022,104.67,14.44,15807.46,7.65,2.83,1.137
"DOCK",2026-01-22 16:54:00,12.84,5,6.9,14.005,104.67,14.44,15806.75,7.65,2.799,1.135
"DOCK",2026-01-22 17:00:00,12.8,4.86,8.72,13.997,104.3,14.44,15809.98,7.65,2.773,1.137
"DOCK",2026-01-22 17:06:00,12.85,5.02,8.48,13.992,104.72,14.43,15804.07,7.65,2.777,1.138
"DOCK",2026-01-22 17:12:00,12.87,4.95,7.86,13.978,104.76,14.44,15807.66,7.66,2.737,1.139
"DOCK",2026-01-22 17:18:00,12.86,5.05,8.33,14.009,104.81,14.45,15818.99,7.65,2.785,1.14
"DOCK",2026-01-22 17:24:00,12.86,5.04,9.18,14.004,104.8,14.44,15804.66,7.65,2.796,1.14
"DOCK",2026-01-22 17:30:00,12.82,5.06,9.03,14.003,104.54,14.43,15802.76,7.65,2.802,1.141
"DOCK",2026-01-22 17:36:00,12.82,4.99,8.97,14.057,104.83,14.44,15798.72,7.65,2.923,1.142
"DOCK",2026-01-22 17:42:00,12.85,4.91,8.97,14.014,104.84,14.44,15803.65,7.66,2.82,1.142
"DOCK",2026-01-22 17:48:00,12.86,5.01,9.43,13.997,104.72,14.44,15815.28,7.65,2.765,1.143
"DOCK",2026-01-22 17:54:00,12.85,5.11,6.98,13.994,104.6,14.45,15818.39,7.65,2.752,1.143
"DOCK",2026-01-22 18:00:00,12.84,5.01,9.4,13.983,104.49,14.45,15821,7.65,2.721,1.145
"DOCK",2026-01-22 18:06:00,12.84,5.1,7.96,13.984,104.51,14.44,15819,7.65,2.729,1.146
"DOCK",2026-01-22 18:12:00,12.85,4.83,7.28,13.992,104.61,14.45,15821.04,7.65,2.744,1.147
"DOCK",2026-01-22 18:18:00,12.85,4.94,8.74,13.986,104.6,14.45,15821.22,7.65,2.728,1.148
"DOCK",2026-01-22 18:24:00,12.85,5.01,8.68,13.993,104.57,14.45,15821.48,7.65,2.743,1.148
"DOCK",2026-01-22 18:30:00,12.83,4.91,10.21,13.991,104.42,14.45,15821.31,7.65,2.739,1.151
"DOCK",2026-01-22 18:36:00,12.83,5.02,8.85,13.987,104.43,14.45,15820.87,7.65,2.731,1.152
"DOCK",2026-01-22 18:42:00,12.84,5,9.76,13.973,104.39,14.45,15823.5,7.66,2.697,1.152
"DOCK",2026-01-22 18:48:00,12.81,5.06,9.16,13.962,104.02,14.45,15831.5,7.65,2.658,1.152
"DOCK",2026-01-22 18:54:00,12.78,5.08,9.71,13.971,103.85,14.46,15836.47,7.65,2.664,1.151
"DOCK",2026-01-22 19:00:00,12.75,4.88,10.85,13.986,103.71,14.45,15825.75,7.66,2.723,1.149
"DOCK",2026-01-22 19:06:00,12.85,5.06,8.27,13.994,104.63,14.45,15818.56,7.66,2.749,1.15
"DOCK",2026-01-22 19:12:00,12.77,4.95,9.17,13.996,104.02,14.45,15817.96,7.66,2.755,1.151
"DOCK",2026-01-22 19:18:00,12.82,5.03,9.5,13.998,104.45,14.44,15813.05,7.66,2.767,1.15
"DOCK",2026-01-22 19:24:00,12.84,5.04,8.55,13.993,104.55,14.44,15813.25,7.66,2.758,1.15
"DOCK",2026-01-22 19:30:00,12.85,4.98,9.12,13.995,104.68,14.44,15815.28,7.66,2.761,1.148
"DOCK",2026-01-22 19:36:00,12.85,5.05,8.92,13.986,104.6,14.45,15819.01,7.66,2.734,1.149
"DOCK",2026-01-22 19:42:00,12.88,4.91,9.35,13.983,104.8,14.44,15818.16,7.67,2.729,1.148
"DOCK",2026-01-22 19:48:00,12.87,5.14,9.45,13.985,104.7,14.45,15825.22,7.66,2.72,1.148
"DOCK",2026-01-22 19:54:00,12.85,5.1,10.44,13.983,104.54,14.45,15827.64,7.65,2.707,1.149
"DOCK",2026-01-22 20:00:00,12.81,5.1,8.65,13.987,104.32,14.44,15808.2,7.66,2.754,1.15
"DOCK",2026-01-22 20:06:00,12.8,5.11,8.85,13.984,104.15,14.45,15822.76,7.66,2.722,1.15
"DOCK",2026-01-22 20:12:00,12.83,5.03,9.38,13.988,104.41,14.45,15822.08,7.67,2.731,1.15
"DOCK",2026-01-22 20:18:00,12.83,4.86,10,13.995,104.48,14.45,15818.94,7.66,2.753,1.151
"DOCK",2026-01-22 20:24:00,12.86,5.04,9.05,13.994,104.72,14.45,15816.3,7.66,2.752,1.151
"DOCK",2026-01-22 20:30:00,12.81,5.02,9.09,13.983,104.26,14.44,15818.5,7.66,2.729,1.153
"DOCK",2026-01-22 20:36:00,12.82,5.06,9.64,13.985,104.32,14.45,15819.16,7.66,2.729,1.153
"DOCK",2026-01-22 20:42:00,12.8,5.01,9.83,13.988,104.23,14.44,15818.1,7.66,2.74,1.154
"DOCK",2026-01-22 20:48:00,12.76,5.11,8.23,13.998,103.96,14.44,15810.82,7.65,2.773,1.154
"DOCK",2026-01-22 20:54:00,12.83,5.07,9.33,13.998,104.49,14.44,15813.58,7.65,2.767,1.153
"DOCK",2026-01-22 21:00:00,12.78,4.99,9.7,14.002,104.15,14.44,15814.58,7.65,2.774,1.154
"DOCK",2026-01-22 21:06:00,12.79,4.96,8.68,13.999,104.18,14.44,15814.09,7.65,2.771,1.154
"DOCK",2026-01-22 21:12:00,12.79,4.98,9.54,13.995,104.15,14.44,15814.76,7.66,2.762,1.154
"DOCK",2026-01-22 21:18:00,12.79,5.06,10.99,13.995,104.16,14.44,15811.49,7.65,2.766,1.154
"DOCK",2026-01-22 21:24:00,12.81,4.97,9.43,13.995,104.3,14.45,15816.37,7.65,2.757,1.154
"DOCK",2026-01-22 21:30:00,12.77,5.05,9.45,13.99,103.98,14.44,15815.48,7.65,2.747,1.155
"DOCK",2026-01-22 21:36:00,12.79,4.98,8.52,13.986,104.12,14.44,15816.74,7.65,2.738,1.157
"DOCK",2026-01-22 21:42:00,12.76,4.88,10.71,13.982,103.88,14.44,15816.78,7.66,2.732,1.157
"DOCK",2026-01-22 21:48:00,12.79,5.02,8.95,13.984,104.11,14.44,15814.61,7.65,2.738,1.156
"DOCK",2026-01-22 21:54:00,12.82,5,8.15,13.984,104.36,14.44,15817.36,7.65,2.733,1.155
"DOCK",2026-01-22 22:00:00,12.79,5.08,9.13,13.975,104.04,14.44,15814.32,7.65,2.719,1.151
"DOCK",2026-01-22 22:06:00,12.81,5.07,9.33,13.975,104.17,14.44,15815.28,7.65,2.716,1.149
"DOCK",2026-01-22 22:12:00,12.8,4.97,9.46,13.969,104.12,14.44,15815.26,7.66,2.703,1.146
"DOCK",2026-01-22 22:18:00,12.81,5.07,9.39,13.963,104.16,14.44,15811.48,7.65,2.697,1.143
"DOCK",2026-01-22 22:24:00,12.84,4.96,9.76,13.969,104.38,14.44,15820.04,7.65,2.696,1.141
"DOCK",2026-01-22 22:30:00,12.82,4.97,9.19,13.959,104.14,14.44,15817.46,7.65,2.677,1.137
"DOCK",2026-01-22 22:36:00,12.81,4.99,9.37,13.946,104.02,14.44,15814.64,7.66,2.654,1.133
"DOCK",2026-01-22 22:42:00,12.81,5.02,9.75,13.944,104,14.44,15820.38,7.66,2.642,1.131
"DOCK",2026-01-22 22:48:00,12.82,5.04,9.74,13.942,104.06,14.44,15819.59,7.66,2.638,1.125
"DOCK",2026-01-22 22:54:00,12.84,5.05,8.89,13.948,104.25,14.44,15822.75,7.65,2.646,1.124
"DOCK",2026-01-22 23:00:00,12.77,5.01,9.15,13.943,103.7,14.44,15814.2,7.65,2.646,1.115
"DOCK",2026-01-22 23:06:00,12.78,4.99,10.56,13.937,103.73,14.44,15817.51,7.65,2.63,1.112
"DOCK",2026-01-22 23:12:00,12.77,4.86,10.23,13.939,103.63,14.44,15823.97,7.66,2.621,1.105
"DOCK",2026-01-22 23:18:00,12.77,4.94,9.23,13.934,103.6,14.44,15823.16,7.65,2.613,1.1
"DOCK",2026-01-22 23:24:00,12.82,4.93,10.13,13.921,103.91,14.44,15823.79,7.65,2.584,1.096
"DOCK",2026-01-22 23:30:00,12.79,5.01,9.76,13.923,103.7,14.44,15824.23,7.65,2.588,1.087
"DOCK",2026-01-22 23:36:00,12.75,5.07,9.91,13.913,103.3,14.44,15827.06,7.65,2.568,1.082
"DOCK",2026-01-22 23:42:00,12.8,5.08,9.43,13.911,103.72,14.44,15826.21,7.66,2.563,1.077
"DOCK",2026-01-22 23:48:00,12.79,5.05,9.66,13.912,103.66,14.44,15823.52,7.65,2.565,1.072
"DOCK",2026-01-22 23:54:00,12.77,5.08,7.8,13.913,103.48,14.44,15827.41,7.65,2.561,1.068
"DOCK",2026-01-23 00:00:00,12.78,5.09,10.12,13.907,103.51,14.44,15825.74,7.65,2.545,1.063
"DOCK",2026-01-23 00:06:00,12.77,5.01,10.41,13.913,103.48,14.44,15829.22,7.65,2.556,1.059
"DOCK",2026-01-23 00:12:00,12.78,5.07,9.05,13.899,103.49,14.44,15823.14,7.65,2.54,1.055
"DOCK",2026-01-23 00:18:00,12.77,5.1,9.35,13.908,103.44,14.44,15830.48,7.65,2.542,1.05
"DOCK",2026-01-23 00:24:00,12.77,5.12,7.42,13.904,103.38,14.44,15827.03,7.65,2.539,1.049
"DOCK",2026-01-23 00:30:00,12.8,5.05,10.52,13.898,103.62,14.44,15827.88,7.65,2.525,1.042
"DOCK",2026-01-23 00:36:00,12.8,5.12,11.28,13.903,103.62,14.44,15831.7,7.65,2.53,1.04
"DOCK",2026-01-23 00:42:00,12.78,5.06,9.05,13.889,103.41,14.44,15829.55,7.66,2.503,1.033
"DOCK",2026-01-23 00:48:00,12.77,5.1,10.24,13.885,103.31,14.44,15825.55,7.65,2.502,1.028
"DOCK",2026-01-23 00:54:00,12.76,5.07,6.88,13.889,103.21,14.44,15833.11,7.65,2.495,1.024
"DOCK",2026-01-23 01:00:00,12.8,5.06,9.21,13.874,103.48,14.44,15831.42,7.65,2.468,1.02
"DOCK",2026-01-23 01:06:00,12.8,5.07,7.65,13.883,103.51,14.44,15831.35,7.65,2.489,1.018
"DOCK",2026-01-23 01:12:00,12.79,4.86,8.46,13.888,103.43,14.44,15832.99,7.65,2.495,1.016
"DOCK",2026-01-23 01:18:00,12.78,5.07,8.29,13.888,103.4,14.44,15831.61,7.65,2.497,1.011
"DOCK",2026-01-23 01:24:00,12.77,5.05,7.31,13.885,103.3,14.44,15833.94,7.64,2.488,1.009
"DOCK",2026-01-23 01:30:00,12.76,5.07,9.48,13.891,103.23,14.44,15831.47,7.64,2.505,1.01
"DOCK",2026-01-23 01:36:00,12.78,5.03,7.09,13.891,103.44,14.44,15831.39,7.64,2.506,1.011
"DOCK",2026-01-23 01:42:00,12.78,4.96,9.47,13.887,103.39,14.44,15832.13,7.65,2.496,1.006
"DOCK",2026-01-23 01:48:00,12.75,5.14,8.38,13.903,103.26,14.44,15830.51,7.64,2.534,1.005
"DOCK",2026-01-23 01:54:00,12.72,5.04,6.63,13.909,103.01,14.45,15832.66,7.63,2.541,1.002
"DOCK",2026-01-23 02:00:00,12.72,5.05,6.46,13.903,102.98,14.44,15827.76,7.64,2.541,1.004
"DOCK",2026-01-23 02:06:00,12.73,4.99,7.48,13.9,103.03,14.44,15826.21,7.64,2.533,1.011
"DOCK",2026-01-23 02:12:00,12.75,5,8.21,13.886,103.11,14.44,15830.13,7.65,2.497,1.016
"DOCK",2026-01-23 02:18:00,12.75,5,8.66,13.888,103.13,14.44,15833.8,7.64,2.493,1.02
"DOCK",2026-01-23 02:24:00,12.75,5.11,7.73,13.881,103.11,14.45,15835.67,7.64,2.474,1.021
"DOCK",2026-01-23 02:30:00,12.74,5.07,7.7,13.867,102.94,14.44,15837.25,7.64,2.443,1.031
"DOCK",2026-01-23 02:36:00,12.74,4.88,6.88,13.877,102.98,14.44,15834.96,7.64,2.467,1.038
"DOCK",2026-01-23 02:42:00,12.72,5.05,8.41,13.889,102.92,14.44,15830.7,7.64,2.501,1.046
"DOCK",2026-01-23 02:48:00,12.69,5.06,10.04,13.879,102.59,14.44,15826.31,7.64,2.485,1.051
"DOCK",2026-01-23 02:54:00,12.71,5.06,8.35,13.88,102.79,14.44,15834.63,7.64,2.473,1.053
"DOCK",2026-01-23 03:00:00,12.7,5.04,8.46,13.887,102.71,14.45,15832.58,7.63,2.487,1.063
"DOCK",2026-01-23 03:06:00,12.68,5.01,9.1,13.893,102.52,14.45,15844.46,7.63,2.485,1.069
"DOCK",2026-01-23 03:12:00,12.66,5.04,8.37,13.886,102.38,14.45,15842.39,7.64,2.472,1.072
"DOCK",2026-01-23 03:18:00,12.67,5.11,6.93,13.889,102.44,14.45,15839.98,7.63,2.488,1.076
"DOCK",2026-01-23 03:24:00,12.68,5.05,9.64,13.888,102.51,14.45,15845.22,7.63,2.471,1.078
"DOCK",2026-01-23 03:30:00,12.67,5,8.5,13.861,102.25,14.45,15843.47,7.62,2.422,1.085
"DOCK",2026-01-23 03:36:00,12.63,5.01,8.98,13.86,101.87,14.45,15852.49,7.62,2.402,1.092
"DOCK",2026-01-23 03:42:00,12.61,5.1,7.76,13.876,101.83,14.46,15850.06,7.63,2.436,1.099
"DOCK",2026-01-23 03:48:00,12.62,5.02,8.25,13.894,101.99,14.46,15851.52,7.62,2.474,1.104
"DOCK",2026-01-23 03:54:00,12.6,4.92,10.11,13.892,101.86,14.46,15850.7,7.62,2.471,1.107
"DOCK",2026-01-23 04:00:00,12.64,5.01,8.49,13.886,102.16,14.46,15847.44,7.62,2.464,1.118
"DOCK",2026-01-23 04:06:00,12.64,5.04,8.25,13.881,102.15,14.45,15846.93,7.62,2.455,1.125
"DOCK",2026-01-23 04:12:00,12.64,5.04,8.21,13.873,102.09,14.45,15842.5,7.63,2.447,1.131
"DOCK",2026-01-23 04:18:00,12.64,5.02,9.48,13.869,102.1,14.45,15839.8,7.62,2.442,1.136
"DOCK",2026-01-23 04:24:00,12.64,5.04,8.2,13.877,102.12,14.45,15843.76,7.62,2.451,1.139
"DOCK",2026-01-23 04:30:00,12.63,5.08,7.95,13.844,101.92,14.44,15831.67,7.62,2.402,1.152
