"TOA5","GCREW_MET","CR1000","85321","CR1000.Std.31.03","CPU:GCREW_METv5.CR1","24578","GCREW_MET_15min"
"TIMESTAMP","RECORD","Statname","Rain_in_Tot","Rain_cm_Tot","AirTC_Avg","RH","CleanRH","VP","VPD","SVP","Barometric_Pressure_PB110B","Barometric_Pressure_PB110B_Avg","SlrW_Avg","SlrMJ_Tot","PAR_Den_C_Avg","PAR_Tot_C_Tot","Temp10cm_Avg","Temp25cm_Avg","Temp90cm_Avg","Above75cm_plate_Avg","Aquatroll_ID(2)","Depth","Temperature","Actual_Conductivity","Specific_Conductivity","Salinity","TDS","Water_Density","Pressure","Resistivity","WindDir_RM_Avg","WindDir_RM","WS_ms_RM_Max","WS_ms_RM_Min","WS_ms_RM_Avg","WS_ms_RM","WindDir_WS_Avg","WindDir_WS","WS_ms_WS_Max","WS_ms_WS_Min","WS_ms_WS_Avg","WS_ms_WS"
"TS","RN","","inch","cm","°C","%","%","kPa","Pa","Pa","mbar","mbar","W/m²","MJ/m²","micromols/s/m^2","mmol/m^2second","C","C","C","C","","cm","C","uS/cm","uS/cm","PSU","ppt","g/cm3","PSI","ohm-cm","degrees","degrees","m/s","m/s","m/s","m/s","degrees","degrees","m/s","m/s","m/s","m/s"
"","","Smp","Tot","Tot","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Tot","Avg","Tot","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Smp","Max","Min","Avg","Smp","Avg","Smp","Max","Min","Avg","Smp"
"2026-05-03 21:45:00",169674,"NAN",0,0,7.219,76.54,76.54,0.7527411,0.4254414,1.813225,1015.718,1015.565,0.007,0,0.066,0,10.98,11.45,9.43,"NAN","213IN-SITU AT200 201000",56.6201,11.02976,14167.66,19323.89,11.43282,12.56052,1.008489,0.813293,70.57185,290.815,286.2529,0.3724,0,0.05259333,0,290.1222,351,0.61,0.05,0.3456111,0.22
"2026-05-03 22:00:00",169675,"NAN",0,0,6.614,77.26,77.26,0.7565823,0.4085566,1.796746,1015.775,1015.595,0.009,0,0,0,10.96,11.44,9.43,"NAN","213IN-SITU AT200 201000",56.56962,11.03023,14162.66,19316.83,11.42832,12.55594,1.008487,0.811823,70.58493,310.97,315.9155,0.7448,0,0.2936733,0.5292,302.8889,310,0.95,0.03,0.4915,0.85
"2026-05-03 22:15:00",169676,"NAN",0,0,6.808,77.39,77.39,0.7659988,0.4155779,1.837677,1015.809,1015.806,0.007,0,0.053,0,10.94,11.44,9.44,"NAN","213IN-SITU AT200 201000",56.57432,11.02976,14161.16,19315.01,11.42713,12.55476,1.00849,0.812162,70.56251,316.9745,306.3007,0.784,0,0.3663022,0.3528,315.8222,299,0.99,0.16,0.5697222,0.34
"2026-05-03 22:30:00",169677,"NAN",0,0,6.891,77.45,77.45,0.7703193,0.4183607,1.855667,1016.062,1015.922,0.002,0,0.039,0,10.91,11.44,9.44,"NAN","213IN-SITU AT200 201000",56.58526,11.0294,14162.77,19317.4,11.42865,12.55631,1.008485,0.812162,70.59812,312.3382,303.6903,0.8036,0,0.2972666,0.392,310.6667,296,1.05,0.15,0.5398333,0.5
"2026-05-03 22:45:00",169678,"NAN",0,0,6.945,78.8,78.8,0.7863672,0.3961633,1.86864,1016.209,1016.053,0.002,0,0.007,0,10.87,11.43,9.44,"NAN","213IN-SITU AT200 201000",56.56642,11.02949,14161.66,19315.84,11.42766,12.5553,1.008486,0.81241,70.59048,310.3901,298.8388,0.7448,0,0.33124,0,310.5833,306,0.94,0.11,0.5508333,0.33
"2026-05-03 23:00:00",169679,"NAN",0,0,7.084,78.81,78.81,0.7947737,0.4042985,1.908363,1016.278,1016.108,0.003,0,0.039,0,10.84,11.43,9.44,"NAN","213IN-SITU AT200 201000",56.54353,11.0293,14159.13,19312.48,11.42549,12.55311,1.008484,0.811435,70.6101,301.5341,296.5555,1.1564,0,0.34398,0,302.6833,308,1.34,0.03,0.5770555,0.45
"2026-05-03 23:15:00",169680,"NAN",0,0,7.191,78.91,78.91,0.8031896,0.4098141,1.943593,1016.264,1016.142,0.007,0,0.007,0,10.8,11.42,9.44,"NAN","213IN-SITU AT200 201000",56.58223,11.02867,14161.95,19316.64,11.42814,12.55582,1.008487,0.811616,70.58861,306.587,299.3075,0.8624,0,0.4157377,0.6468,305.5,292,1,0.14,0.6378889,0.81
"2026-05-03 23:30:00",169681,"NAN",0,0,7.258,79.17,79.17,0.8123005,0.4112869,1.974303,1016.249,1016.07,0.002,0,0,0,10.77,11.41,9.44,"NAN","213IN-SITU AT200 201000",56.5277,11.02803,14157.03,19310.26,11.42403,12.55167,1.008489,0.811435,70.57607,304.1833,281.0948,0.8624,0,0.3072844,0.392,303.6278,292,1.03,0.21,0.5599444,0.53
"2026-05-03 23:45:00",169682,"NAN",0,0,7.54,78.94,78.94,0.8220431,0.4276947,2.030691,1016.115,1016.043,0,0,0.02,0,10.74,11.42,9.46,"NAN","213IN-SITU AT200 201000",56.5397,11.02794,14164.76,19320.84,11.43081,12.55855,1.008483,0.811153,70.62076,287.9863,212.5911,0.6468,0,0.06881777,0,289.9833,321,0.86,0.03,0.4071666,0.26
"2026-05-04 00:00:00",169683,"NAN",0,0,7.63,78.32,78.32,0.8269176,0.4516045,2.083077,1016.168,1016.009,0,0,0.02,0,10.71,11.41,9.46,"NAN","213IN-SITU AT200 201000",56.55356,11.02811,14161.38,19316.15,11.4278,12.55549,1.008485,0.811153,70.60575,290.6058,310.0946,0.7448,0,0.1594133,0.5096,292.9722,303,0.93,0.07,0.4740555,0.74
"2026-05-04 00:15:00",169684,"NAN",0,0,7.99,76.68,76.68,0.8286248,0.506265,2.171254,1016.163,1015.988,0,0,0.007,0,10.66,11.4,9.45,"NAN","213IN-SITU AT200 201000",56.48204,11.02747,14160.56,19315.35,11.42727,12.55498,1.008485,0.810831,70.60448,296.0532,259.3133,0.7252,0,0.2556711,0,292.7944,297,0.99,0.23,0.5443333,0.32
"2026-05-04 00:30:00",169685,"NAN",0,0,8.16,77.77,77.77,0.8443115,0.4864966,2.188864,1016.08,1015.992,0,0,0,0,10.63,11.4,9.45,"NAN","213IN-SITU AT200 201000",56.5346,11.02739,14166.09,19322.93,11.43213,12.5599,1.008488,0.810831,70.58396,300.4654,284.1453,0.294,0,0.01731333,0,276.0389,276,0.62,0.02,0.3484444,0.41
"2026-05-04 00:45:00",169686,"NAN",0,0,8.3,78.1,78.1,0.8666728,0.4977198,2.272471,1016.407,1016.031,0,0,0.007,0,10.61,11.4,9.46,"NAN","213IN-SITU AT200 201000",56.53031,11.02692,14158.67,19313.05,11.42578,12.55348,1.008486,0.81087,70.60073,280.5453,302.4671,0.8231999,0,0.1553844,0,275.5167,292,1.05,0.02,0.4177222,0.5
"2026-05-04 01:00:00",169687,"NAN",0,0,8.57,73.94,73.94,0.8243216,0.5968087,2.290045,1016.325,1016.14,0,0,0.007,0,10.58,11.39,9.45,"NAN","213IN-SITU AT200 201000",56.51435,11.02692,14166.25,19323.39,11.43241,12.5602,1.008486,0.809986,70.59813,259.9175,345.9118,0.7448,0,0.2123333,0.3332,264.3,321,0.93,0.07,0.4673889,0.54
"2026-05-04 01:15:00",169688,"NAN",0,0,8.78,73.55,73.55,0.8400531,0.6301499,2.382147,1016.162,1016.104,0,0,0.013,0,10.55,11.38,9.46,"NAN","213IN-SITU AT200 201000",56.49179,11.02666,14156.85,19310.7,11.42427,12.55195,1.008486,0.810645,70.59773,214.9059,287.7031,0.4704,0,0.05803777,0,219.0611,343,0.76,0.01,0.3295555,0.34
"2026-05-04 01:30:00",169689,"NAN",0,0,9.01,75.3,75.3,0.8710629,0.6002179,2.430284,1016.243,1016.032,0,0,0.026,0,10.53,11.38,9.46,"NAN","213IN-SITU AT200 201000",56.47421,11.02628,14157.81,19312.19,11.42521,12.55292,1.008484,0.81012,70.61275,271.7993,211.8262,0.5684,0,0.07480666,0,259.3889,204,0.78,0.01,0.3353333,0.19
"2026-05-04 01:45:00",169690,"NAN",0,0,9.23,73.07,73.07,0.8520631,0.6627212,2.460879,1016.162,1016.012,0,0,0.039,0,10.5,11.37,9.45,"NAN","213IN-SITU AT200 201000",56.44824,11.02602,14158.86,19313.76,11.42621,12.55395,1.008487,0.80973,70.59529,169.9439,260.7408,1.1956,0,0.05433555,0,190.3056,13,1.26,0,0.2805,0.35
"2026-05-04 02:00:00",169691,"NAN",0,0,9.4,72.66,72.66,0.8570768,0.6847231,2.504534,1016.162,1015.95,0,0,0.039,0,10.47,11.36,9.45,"NAN","213IN-SITU AT200 201000",56.46432,11.02546,14152.92,19305.94,11.42118,12.54886,1.008487,0.809629,70.59458,270.136,255.2225,0.5684,0,0.01121555,0,218.6833,261,0.58,0.02,0.2472222,0.58
"2026-05-04 02:15:00",169692,"NAN",0,0,9.49,70.62,70.62,0.8444889,0.7513195,2.556842,1016.08,1015.816,0,0,0.039,0,10.44,11.35,9.45,"NAN","213IN-SITU AT200 201000",56.42772,11.02528,14158.39,19313.49,11.42601,12.55377,1.008487,0.809303,70.59522,204.1988,248.0099,0.8036,0,0.07360888,0,211.5444,213,0.96,0.01,0.2951666,0.24
"2026-05-04 02:30:00",169693,"NAN",0,0,9.82,75.12,75.12,0.9003614,0.6384357,2.565551,1015.998,1015.774,0,0,0,0,10.44,11.37,9.47,"NAN","213IN-SITU AT200 201000",56.44819,11.02482,14159.64,19315.43,11.42724,12.55503,1.008487,0.809398,70.5982,202.9709,177.4335,0.8036,0,0.06631333,0,205.1667,40,1.16,0.04,0.3175,0.17
"2026-05-04 02:45:00",169694,"NAN",0,0,9.68,70.21,70.21,0.8590268,0.7876953,2.643828,1015.998,1015.736,0,0,0,0,10.41,11.35,9.46,"NAN","213IN-SITU AT200 201000",56.41168,11.02447,14160.26,19316.46,11.42789,12.5557,1.008487,0.80917,70.59711,223.9041,229.8575,0.6664,0,0.1652933,0,228.5389,209,0.91,0.09,0.4142778,0.34
"2026-05-04 03:00:00",169695,"NAN",0,0,9.94,69.25,69.25,0.847348,0.8129304,2.643828,1015.916,1015.682,0,0,0,0,10.39,11.34,9.46,"NAN","213IN-SITU AT200 201000",56.42092,11.02455,14160.96,19317.37,11.42847,12.55629,1.008486,0.809398,70.60393,219.3896,172.8107,0.4704,0,0.01437333,0,198.8222,65,0.6,0.04,0.2750556,0.1
"2026-05-04 03:15:00",169696,"NAN",0,0,10.04,68.5,68.5,0.8497312,0.8491609,2.695903,1016.08,1015.692,0,0,0,0,10.37,11.34,9.46,"NAN","213IN-SITU AT200 201000",56.39918,11.02391,14154.16,19308.41,11.42271,12.55047,1.008485,0.809303,70.61708,215.6714,70.57645,0.8428,0,0.08961555,0,210.65,315,1.2,0.01,0.3186666,0.18
"2026-05-04 03:30:00",169697,"NAN",0,0,10.38,67,67,0.8658739,0.94098,2.851618,1016.08,1015.7,0,0,0,0,10.34,11.32,9.45,"NAN","213IN-SITU AT200 201000",56.40273,11.02299,14166.24,19325.35,11.43354,12.56148,1.008487,0.809237,70.59836,182.0951,307.7675,1.176,0,0.3053244,0.6468,190.7611,309,1.56,0.07,0.5346667,0.81
"2026-05-04 03:45:00",169698,"NAN",0,0,10.75,67,67,0.8619509,0.9352834,2.834355,1015.998,1015.691,0,0,0.026,0,10.34,11.33,9.47,"NAN","213IN-SITU AT200 201000",56.38519,11.0228,14157.54,19313.58,11.42599,12.55383,1.008485,0.810447,70.61547,150.6614,190.479,1.1956,0,0.3257955,0.3136,158.2722,176,1.37,0.02,0.5327222,0.64
"2026-05-04 04:00:00",169699,"NAN",0,0,10.91,66.11,66.11,0.8621413,0.9778999,2.885886,1015.907,1015.637,0,0,0.007,0,10.32,11.32,9.48,"NAN","213IN-SITU AT200 201000",56.35913,11.02234,14157.98,19314.41,11.42651,12.55437,1.008486,0.808728,70.60768,151.2616,7.841688,1.2348,0,0.3685889,0,163.3445,38,1.87,0.07,0.5943889,0.21
"2026-05-04 04:15:00",169700,"NAN",0,0,11.05,64.24,64.24,0.8606715,1.068871,2.988848,1015.977,1015.649,0,0,0.013,0,10.3,11.31,9.47,"NAN","213IN-SITU AT200 201000",56.43817,11.02152,14161.91,19320.18,11.43018,12.55812,1.008484,0.808552,70.62751,183.1625,226.3871,1.9012,0,0.49784,1.4308,187.5,215,2.06,0.04,0.7125555,1.48
"2026-05-04 04:30:00",169701,"NAN",0,0,11.15,65.36,65.36,0.8638951,1.017352,2.937111,1015.889,1015.663,0,0,0.013,0,10.28,11.3,9.47,"NAN","213IN-SITU AT200 201000",56.40797,11.02125,14162.27,19320.81,11.43057,12.55853,1.008488,0.808898,70.60089,150.2379,177.4483,2.0384,0,0.4269533,0.294,151.7389,174,1.83,0.04,0.6181666,1.01
"2026-05-04 04:45:00",169702,"NAN",0,0,11,66.38,66.38,0.8731663,0.9813544,2.918954,1015.688,1015.483,0.25,0.001,0.768,0,10.27,11.29,9.46,"NAN","213IN-SITU AT200 201000",56.38092,11.02069,14157.37,19314.41,11.42645,12.55437,1.008484,0.808338,70.62742,150.2557,330.6464,2.0776,0,0.6009578,1.2544,139.1278,342,2.58,0.03,0.7942777,1.41
"2026-05-04 05:00:00",169703,"NAN",0,0,11.11,65.97,65.97,0.8716089,0.9990771,2.935778,1015.672,1015.393,2.585,0.014,3.999,0,10.26,11.27,9.47,"NAN","213IN-SITU AT200 201000",56.30355,11.01997,14163.58,19323.26,11.4321,12.56012,1.008486,0.808301,70.61608,154.8168,124.1913,2.0776,0,0.6464733,0.2352,155.3722,141,2.75,0.03,0.8388333,0.57
"2026-05-04 05:15:00",169704,"NAN",0,0,11.12,62.76,62.76,0.8329955,1.099506,2.952827,1015.584,1015.318,5.928,0.032,12.53,0,10.26,11.27,9.48,"NAN","213IN-SITU AT200 201000",56.47456,11.01978,14159.06,19317.17,11.42819,12.55616,1.008487,0.808075,70.60799,177.8663,37.43601,2.3716,0,0.7053822,0.49,178.4333,27,2.77,0.06,0.9027778,1.08
"2026-05-04 05:30:00",169705,"NAN",0,0,11.2,62.15,62.15,0.8285858,1.124124,2.969997,1015.665,1015.32,15.7,0.085,35.5,0,10.26,11.28,9.48,"NAN","213IN-SITU AT200 201000",56.30895,11.01878,14155.72,19313.12,11.42556,12.55353,1.008487,0.808301,70.61119,185.804,37.07295,2.4108,0,0.5763488,0.8428,191.6833,25,2.64,0.01,0.7963333,0.81
"2026-05-04 05:45:00",169706,"NAN",0,0,11.14,60.79,60.79,0.8031085,1.151125,2.935594,1015.665,1015.425,32.67,0.176,76.31,0,10.25,11.26,9.47,"NAN","213IN-SITU AT200 201000",56.36859,11.01896,14158.14,19316.33,11.42763,12.55562,1.008489,0.808046,70.60208,138.6241,287.9929,2.8616,0,0.686,1.372,143.1,299,3.04,0.12,0.8714445,1.75
"2026-05-04 06:00:00",169707,"NAN",0,0,11.64,58.11,58.11,0.8150489,1.324839,3.162797,1015.665,1015.439,38.7,0.209,105,0,10.26,11.27,9.48,"NAN","213IN-SITU AT200 201000",56.35354,11.01823,14160.46,19319.86,11.42987,12.55791,1.008489,0.808155,70.59896,125.59,11.08316,2.0384,0,0.5557688,1.0584,125.5556,3,2.22,0.11,0.8068333,1.13
"2026-05-04 06:15:00",169708,"NAN",0,0,12.12,55.47,55.47,0.7964844,1.448189,3.252114,1015.655,1015.384,137.6,0.743,298.6,0,10.26,11.29,9.49,"NAN","213IN-SITU AT200 201000",56.37137,11.01712,14156.85,19315.49,11.42703,12.55507,1.00849,0.808552,70.59649,125.5724,148.9423,2.1952,0,0.8068666,0.9015999,138.6944,154,2.56,0.13,1.007389,1.29
"2026-05-04 06:30:00",169709,"NAN",0,0,12.51,55.05,55.05,0.8026665,1.487766,3.31009,1015.265,1015.229,205.4,1.109,408.3,0,10.22,11.28,9.5,"NAN","213IN-SITU AT200 201000",56.50277,11.01639,14158.35,19317.91,11.42856,12.55664,1.008485,0.810178,70.63103,176.8285,71.54653,2.6852,0,0.9046488,0.7056,195.8556,70,3.33,0.1,1.146444,1.71
"2026-05-04 06:45:00",169710,"NAN",0,0,13,53.42,53.42,0.8215975,1.636609,3.513353,1015.425,1015.086,273.9,1.479,536.6,0,10.21,11.26,9.5,"NAN","213IN-SITU AT200 201000",56.79026,11.01548,14153.48,19311.73,11.42456,12.55262,1.008488,0.812073,70.61184,152.9602,245.221,3.1556,0,0.6361288,0.0196,156.6833,221,2.95,0.08,0.9009444,0.74
"2026-05-04 07:00:00",169711,"NAN",0,0,13.28,53.14,53.14,0.7993499,1.606481,3.428538,1015.415,1015.09,196.2,1.059,410.4,0,10.21,11.26,9.5,"NAN","213IN-SITU AT200 201000",56.82811,11.01474,14156.77,19316.59,11.42766,12.55578,1.008485,0.81419,70.64163,182.3172,6.484265,3.0184,0,0.9495111,0.5488,208.7833,291,3.88,0.03,1.227778,0.52
"2026-05-04 07:15:00",169712,"NAN",0,0,13.77,51.78,51.78,0.8361429,1.783308,3.698319,1015.086,1014.902,356.5,1.925,708.9,0,10.21,11.25,9.5,"NAN","213IN-SITU AT200 201000",57.64015,11.01392,14156.19,19316.2,11.42738,12.55553,1.008487,0.819161,70.62852,181.0263,100.7477,3.2536,0,1.021487,0.5488,194.9389,122,3.77,0.14,1.333667,1.17
"2026-05-04 07:30:00",169713,"NAN",0,0,14.54,50.14,50.14,0.845949,1.926963,3.864862,1014.806,1014.816,434,2.344,850,0,10.22,11.27,9.53,"NAN","213IN-SITU AT200 201000",59.16695,11.01273,14159.08,19320.75,11.43025,12.55848,1.008488,0.839997,70.62159,169.7701,167.9015,4.802,0,1.107944,1.9992,186.4222,163,5.18,0.09,1.411667,3.57
"2026-05-04 07:45:00",169714,"NAN",0,0,14.95,49.32,49.32,0.8502815,2.000406,3.947087,1014.68,1014.876,451.5,2.438,891,0,10.22,11.25,9.51,"NAN","213IN-SITU AT200 201000",59.8377,11.01218,14155.03,19315.49,11.42687,12.55507,1.008487,0.854873,70.62901,215.6456,272.3932,4.312,0,1.19952,2.6656,222.2722,281,4.78,0.09,1.4315,2.69
"2026-05-04 08:00:00",169715,"NAN",0,0,15.2,50.41,50.41,0.8921396,2.006775,4.046653,1014.673,1014.823,479.5,2.589,954,0,10.22,11.23,9.5,"NAN","213IN-SITU AT200 201000",60.00124,11.01154,14156.34,19317.62,11.42821,12.55645,1.00849,0.860003,70.6097,227.5844,335.4307,3.3712,0,1.334869,3.2144,241.8445,341,3.61,0.2,1.550389,3.42
"2026-05-04 08:15:00",169716,"NAN",0,0,15.55,47.68,47.68,0.8419063,2.11253,4.037818,1014.489,1014.787,524.2,2.831,1042,0,10.23,11.22,9.49,"NAN","213IN-SITU AT200 201000",59.87619,11.01136,14155.47,19316.52,11.4275,12.55574,1.008486,0.859645,70.6425,229.9967,5.515302,3.9396,0,1.458458,1.862,239.9167,14,4.59,0.19,1.664222,2.68
"2026-05-04 08:30:00",169717,"NAN",0,0,15.85,45.97,45.97,0.8458067,2.265831,4.19395,1014.525,1014.752,566.9,3.061,1124,0,10.22,11.2,9.47,"NAN","213IN-SITU AT200 201000",59.61224,11.01109,14150.96,19310.5,11.42363,12.55182,1.008486,0.856852,70.64652,190.5807,44.67484,3.4496,0.0196,1.438749,0.882,230.0667,46,4.13,0.12,1.642444,0.92
